Sveitarfélag	Aldur	Ár	Kyn	Mannfjöldi eftir sveitarfélagi, kyni og aldri 1. janúar 1998-2024
Sveitarfélagið Ölfus	Alls	2012	Alls	1888
Sveitarfélagið Ölfus	Alls	2013	Alls	1872
Sveitarfélagið Ölfus	Alls	2014	Alls	1878
Sveitarfélagið Ölfus	Alls	2015	Alls	1858
Sveitarfélagið Ölfus	Alls	2016	Alls	1909
Sveitarfélagið Ölfus	Alls	2017	Alls	1961
Sveitarfélagið Ölfus	Alls	2018	Alls	2084
Sveitarfélagið Ölfus	Alls	2019	Alls	2106
Sveitarfélagið Ölfus	Alls	2020	Alls	2197
Sveitarfélagið Ölfus	Alls	2021	Alls	2290
Sveitarfélagið Ölfus	Alls	2022	Alls	2388
Sveitarfélagið Ölfus	Alls	2023	Alls	2475
Sveitarfélagið Ölfus	Alls	2024	Alls	2631
Grímsnes- og Grafningshreppur	Alls	2006	Alls	358
Grímsnes- og Grafningshreppur	Alls	2007	Alls	376
Grímsnes- og Grafningshreppur	Alls	2008	Alls	378
Grímsnes- og Grafningshreppur	Alls	2009	Alls	442
Grímsnes- og Grafningshreppur	Alls	2010	Alls	415
Grímsnes- og Grafningshreppur	Alls	2011	Alls	385
Grímsnes- og Grafningshreppur	Alls	2012	Alls	404
Grímsnes- og Grafningshreppur	Alls	2013	Alls	408
Grímsnes- og Grafningshreppur	Alls	2014	Alls	405
Grímsnes- og Grafningshreppur	Alls	2015	Alls	412
Grímsnes- og Grafningshreppur	Alls	2016	Alls	445
Grímsnes- og Grafningshreppur	Alls	2017	Alls	452
Grímsnes- og Grafningshreppur	Alls	2018	Alls	468
Grímsnes- og Grafningshreppur	Alls	2019	Alls	478
Grímsnes- og Grafningshreppur	Alls	2020	Alls	481
Grímsnes- og Grafningshreppur	Alls	2021	Alls	474
Grímsnes- og Grafningshreppur	Alls	2022	Alls	499
Grímsnes- og Grafningshreppur	Alls	2023	Alls	502
Grímsnes- og Grafningshreppur	Alls	2024	Alls	539
Skeiða- og Gnúpverjahreppur	Alls	2006	Alls	521
Skeiða- og Gnúpverjahreppur	Alls	2007	Alls	528
Skeiða- og Gnúpverjahreppur	Alls	2008	Alls	536
Skeiða- og Gnúpverjahreppur	Alls	2009	Alls	515
Skeiða- og Gnúpverjahreppur	Alls	2010	Alls	517
Skeiða- og Gnúpverjahreppur	Alls	2011	Alls	495
Skeiða- og Gnúpverjahreppur	Alls	2012	Alls	498
Skeiða- og Gnúpverjahreppur	Alls	2013	Alls	496
Skeiða- og Gnúpverjahreppur	Alls	2014	Alls	520
Skeiða- og Gnúpverjahreppur	Alls	2015	Alls	498
Skeiða- og Gnúpverjahreppur	Alls	2016	Alls	509
Skeiða- og Gnúpverjahreppur	Alls	2017	Alls	586
Skeiða- og Gnúpverjahreppur	Alls	2018	Alls	646
Skeiða- og Gnúpverjahreppur	Alls	2019	Alls	568
Skeiða- og Gnúpverjahreppur	Alls	2020	Alls	554
Skeiða- og Gnúpverjahreppur	Alls	2021	Alls	560
Skeiða- og Gnúpverjahreppur	Alls	2022	Alls	570
Skeiða- og Gnúpverjahreppur	Alls	2023	Alls	565
Skeiða- og Gnúpverjahreppur	Alls	2024	Alls	591
Bláskógabyggð	Alls	2006	Alls	924
Bláskógabyggð	Alls	2007	Alls	928
Bláskógabyggð	Alls	2008	Alls	982
Bláskógabyggð	Alls	2009	Alls	986
Bláskógabyggð	Alls	2010	Alls	935
Bláskógabyggð	Alls	2011	Alls	912
Bláskógabyggð	Alls	2012	Alls	879
Bláskógabyggð	Alls	2013	Alls	878
Bláskógabyggð	Alls	2014	Alls	912
Bláskógabyggð	Alls	2015	Alls	940
Bláskógabyggð	Alls	2016	Alls	957
Bláskógabyggð	Alls	2017	Alls	1004
Bláskógabyggð	Alls	2018	Alls	1091
Bláskógabyggð	Alls	2019	Alls	1098
Bláskógabyggð	Alls	2020	Alls	1117
Bláskógabyggð	Alls	2021	Alls	1062
Bláskógabyggð	Alls	2022	Alls	1099
Bláskógabyggð	Alls	2023	Alls	1208
Bláskógabyggð	Alls	2024	Alls	1322
Flóahreppur	Alls	2006	Alls	525
Flóahreppur	Alls	2007	Alls	559
Flóahreppur	Alls	2008	Alls	585
Flóahreppur	Alls	2009	Alls	596
Flóahreppur	Alls	2010	Alls	602
Flóahreppur	Alls	2011	Alls	585
Flóahreppur	Alls	2012	Alls	595
Flóahreppur	Alls	2013	Alls	628
Flóahreppur	Alls	2014	Alls	621
Flóahreppur	Alls	2015	Alls	606
Flóahreppur	Alls	2016	Alls	613
Flóahreppur	Alls	2017	Alls	641
Flóahreppur	Alls	2018	Alls	635
Flóahreppur	Alls	2019	Alls	656
Flóahreppur	Alls	2020	Alls	670
Flóahreppur	Alls	2021	Alls	673
Flóahreppur	Alls	2022	Alls	679
Flóahreppur	Alls	2023	Alls	691
Flóahreppur	Alls	2024	Alls	699
