sveitarfel,year,property_type,price
Múlaþing                    ,2012,Atvinnuhúsnæði,13621.125
Múlaþing                    ,2012,Einbýli,15895.371428571429
Múlaþing                    ,2012,Fjölbýli,13963.444444444445
Múlaþing                    ,2012,Sérbýli,17193.666666666668
Múlaþing                    ,2013,Annað,1100.0
Múlaþing                    ,2013,Atvinnuhúsnæði,31947.739130434784
Múlaþing                    ,2013,Einbýli,21749.063829787236
Múlaþing                    ,2013,Fjölbýli,61503.51063829787
Múlaþing                    ,2013,Sumarhús,8696.0
Múlaþing                    ,2013,Sérbýli,18293.444444444445
Múlaþing                    ,2014,Atvinnuhúsnæði,45084.90909090909
Múlaþing                    ,2014,Einbýli,22117.42105263158
Múlaþing                    ,2014,Fjölbýli,13454.423076923076
Múlaþing                    ,2014,Sumarhús,18333.333333333332
Múlaþing                    ,2014,Sérbýli,20637.928571428572
Múlaþing                    ,2015,Atvinnuhúsnæði,17769.23076923077
Múlaþing                    ,2015,Bílskúr/skúr,10683.333333333334
Múlaþing                    ,2015,Einbýli,19663.046875
Múlaþing                    ,2015,Fjölbýli,18227.42105263158
Múlaþing                    ,2015,Sumarhús,9800.0
Múlaþing                    ,2015,Sérbýli,17719.052631578947
Múlaþing                    ,2016,Atvinnuhúsnæði,19988.88888888889
Múlaþing                    ,2016,Bílskúr/skúr,3500.0
Múlaþing                    ,2016,Einbýli,28254.352941176472
Múlaþing                    ,2016,Fjölbýli,18530.98113207547
Múlaþing                    ,2016,Sumarhús,40833.333333333336
Múlaþing                    ,2016,Sérbýli,20510.777777777777
Múlaþing                    ,2017,Atvinnuhúsnæði,41808.333333333336
Múlaþing                    ,2017,Einbýli,26871.31914893617
Múlaþing                    ,2017,Fjölbýli,20586.82857142857
Múlaþing                    ,2017,Sumarhús,33833.333333333336
Múlaþing                    ,2017,Sérbýli,35039.4
Múlaþing                    ,2018,Annað,30000.0
Múlaþing                    ,2018,Atvinnuhúsnæði,203254.6
Múlaþing                    ,2018,Bílskúr/skúr,16000.0
Múlaþing                    ,2018,Einbýli,31956.76923076923
Múlaþing                    ,2018,Fjölbýli,72393.265625
Múlaþing                    ,2018,Sumarhús,30000.0
Múlaþing                    ,2018,Sérbýli,27997.791666666668
Múlaþing                    ,2019,Annað,56000.0
Múlaþing                    ,2019,Atvinnuhúsnæði,10583.333333333334
Múlaþing                    ,2019,Bílskúr/skúr,19833.333333333332
Múlaþing                    ,2019,Einbýli,31162.76595744681
Múlaþing                    ,2019,Fjölbýli,24906.57894736842
Múlaþing                    ,2019,Sumarhús,21855.555555555555
Múlaþing                    ,2019,Sérbýli,31114.5
Múlaþing                    ,2020,Annað,39436.0
Múlaþing                    ,2020,Atvinnuhúsnæði,73358.94444444444
Múlaþing                    ,2020,Einbýli,36495.67924528302
Múlaþing                    ,2020,Fjölbýli,25190.51724137931
Múlaþing                    ,2020,Sumarhús,18257.14285714286
Múlaþing                    ,2020,Sérbýli,31166.821428571428
Múlaþing                    ,2021,Annað,70622.72727272728
Múlaþing                    ,2021,Atvinnuhúsnæði,63707.0
Múlaþing                    ,2021,Einbýli,43870.34146341463
Múlaþing                    ,2021,Fjölbýli,32011.627906976744
Múlaþing                    ,2021,Sumarhús,52754.545454545456
Múlaþing                    ,2021,Sérbýli,38326.2
Múlaþing                    ,2022,Annað,82250.0
Múlaþing                    ,2022,Atvinnuhúsnæði,47335.294117647056
Múlaþing                    ,2022,Bílskúr/skúr,49000.0
Múlaþing                    ,2022,Einbýli,48128.67346938775
Múlaþing                    ,2022,Fjölbýli,37508.163265306124
Múlaþing                    ,2022,Sumarhús,47883.333333333336
Múlaþing                    ,2022,Sérbýli,49534.21052631579
Múlaþing                    ,2023,Annað,61156.25
Múlaþing                    ,2023,Atvinnuhúsnæði,49784.09090909091
Múlaþing                    ,2023,Einbýli,48234.28571428572
Múlaþing                    ,2023,Fjölbýli,39666.0
Múlaþing                    ,2023,Sumarhús,51498.0
Múlaþing                    ,2023,Sérbýli,52183.82608695652
Múlaþing                    ,2024,Annað,67605.0
Múlaþing                    ,2024,Atvinnuhúsnæði,191656.88888888888
Múlaþing                    ,2024,Bílskúr/skúr,35100.0
Múlaþing                    ,2024,Einbýli,53355.73684210526
Múlaþing                    ,2024,Fjölbýli,75125.7435897436
Múlaþing                    ,2024,Sumarhús,33641.666666666664
Múlaþing                    ,2024,Sérbýli,53731.25
Mýrdalshreppur              ,2006,Atvinnuhúsnæði,3800.0
Mýrdalshreppur              ,2006,Einbýli,12733.333333333334
Mýrdalshreppur              ,2006,Sérbýli,5750.0
Mýrdalshreppur              ,2007,Einbýli,11275.0
Mýrdalshreppur              ,2007,Fjölbýli,7500.0
Mýrdalshreppur              ,2008,Einbýli,25866.666666666668
Mýrdalshreppur              ,2008,Sumarhús,60.0
Mýrdalshreppur              ,2008,Sérbýli,19646.0
Mýrdalshreppur              ,2009,Einbýli,14000.0
Mýrdalshreppur              ,2009,Sérbýli,13266.666666666666
Mýrdalshreppur              ,2010,Einbýli,13383.333333333334
Mýrdalshreppur              ,2010,Fjölbýli,6750.0
Mýrdalshreppur              ,2010,Sérbýli,12700.0
Mýrdalshreppur              ,2011,Atvinnuhúsnæði,18950.0
Mýrdalshreppur              ,2011,Einbýli,18950.0
Mýrdalshreppur              ,2011,Sumarhús,9500.0
Mýrdalshreppur              ,2011,Sérbýli,17538.0
Mýrdalshreppur              ,2012,Atvinnuhúsnæði,15825.0
Mýrdalshreppur              ,2012,Bílskúr/skúr,2000.0
Mýrdalshreppur              ,2012,Einbýli,12400.0
Mýrdalshreppur              ,2012,Fjölbýli,9000.0
Mýrdalshreppur              ,2012,Sérbýli,13500.0
Mýrdalshreppur              ,2013,Einbýli,20841.75
Mýrdalshreppur              ,2013,Sérbýli,17500.0
Mýrdalshreppur              ,2014,Atvinnuhúsnæði,10750.0
Mýrdalshreppur              ,2014,Einbýli,20100.0
Mýrdalshreppur              ,2014,Sérbýli,14950.0
Mýrdalshreppur              ,2015,Atvinnuhúsnæði,59666.666666666664
Mýrdalshreppur              ,2015,Einbýli,24427.272727272728
Mýrdalshreppur              ,2015,Fjölbýli,46500.0
Mýrdalshreppur              ,2015,Sumarhús,500.0
Mýrdalshreppur              ,2015,Sérbýli,16380.0
Mýrdalshreppur              ,2016,Atvinnuhúsnæði,57200.0
Mýrdalshreppur              ,2016,Bílskúr/skúr,8500.0
Mýrdalshreppur              ,2016,Einbýli,23611.11111111111
Mýrdalshreppur              ,2016,Sérbýli,14241.0
Mýrdalshreppur              ,2017,Einbýli,30212.5
Mýrdalshreppur              ,2017,Fjölbýli,21000.0
Mýrdalshreppur              ,2017,Sumarhús,15000.0
Mýrdalshreppur              ,2017,Sérbýli,25000.0
Mýrdalshreppur              ,2018,Annað,36525.0
Mýrdalshreppur              ,2018,Atvinnuhúsnæði,53500.0
Mýrdalshreppur              ,2018,Einbýli,31355.555555555555
Mýrdalshreppur              ,2018,Sumarhús,30775.0
Mýrdalshreppur              ,2018,Sérbýli,32993.75
Mýrdalshreppur              ,2019,Einbýli,41633.333333333336
Mýrdalshreppur              ,2019,Fjölbýli,27400.0
Mýrdalshreppur              ,2019,Sérbýli,29300.0
Mýrdalshreppur              ,2020,Atvinnuhúsnæði,50000.0
Mýrdalshreppur              ,2020,Bílskúr/skúr,80000.0
Mýrdalshreppur              ,2020,Einbýli,39500.0
Mýrdalshreppur              ,2020,Sérbýli,39000.0
Mýrdalshreppur              ,2021,Annað,140000.0
Mýrdalshreppur              ,2021,Atvinnuhúsnæði,120000.0
Mýrdalshreppur              ,2021,Einbýli,49193.333333333336
Mýrdalshreppur              ,2021,Fjölbýli,28000.0
Mýrdalshreppur              ,2021,Sérbýli,34467.0
Mýrdalshreppur              ,2022,Annað,20000.0
Mýrdalshreppur              ,2022,Atvinnuhúsnæði,31333.333333333332
Mýrdalshreppur              ,2022,Einbýli,49842.857142857145
Mýrdalshreppur              ,2022,Fjölbýli,66000.0
Mýrdalshreppur              ,2022,Sérbýli,38799.0
Mýrdalshreppur              ,2023,Annað,122000.0
Mýrdalshreppur              ,2023,Atvinnuhúsnæði,13365.0
Mýrdalshreppur              ,2023,Bílskúr/skúr,4000.0
Mýrdalshreppur              ,2023,Einbýli,234680.5
Mýrdalshreppur              ,2023,Sumarhús,19000.0
Mýrdalshreppur              ,2023,Sérbýli,55666.666666666664
Mýrdalshreppur              ,2024,Annað,55000.0
Mýrdalshreppur              ,2024,Atvinnuhúsnæði,71500.0
Mýrdalshreppur              ,2024,Einbýli,70000.0
Mýrdalshreppur              ,2024,Fjölbýli,145479.25
Mýrdalshreppur              ,2024,Sumarhús,29950.0
Mýrdalshreppur              ,2024,Sérbýli,66000.0
Norðurþing                  ,2006,Atvinnuhúsnæði,24225.0
Norðurþing                  ,2006,Einbýli,8500.0
Norðurþing                  ,2006,Fjölbýli,9460.90909090909
Norðurþing                  ,2006,Sumarhús,4300.0
Norðurþing                  ,2006,Sérbýli,13666.666666666666
Norðurþing                  ,2007,Atvinnuhúsnæði,4987.5
Norðurþing                  ,2007,Einbýli,14390.035714285714
Norðurþing                  ,2007,Fjölbýli,9861.42857142857
Norðurþing                  ,2007,Sumarhús,1925.0
Norðurþing                  ,2007,Sérbýli,14950.0
Norðurþing                  ,2008,Atvinnuhúsnæði,7918.428571428572
Norðurþing                  ,2008,Bílskúr/skúr,150.0
Norðurþing                  ,2008,Einbýli,9875.333333333334
Norðurþing                  ,2008,Fjölbýli,9705.714285714286
Norðurþing                  ,2008,Sumarhús,6800.0
Norðurþing                  ,2008,Sérbýli,12000.0
Norðurþing                  ,2009,Atvinnuhúsnæði,4000.0
Norðurþing                  ,2009,Einbýli,16405.625
Norðurþing                  ,2009,Fjölbýli,8961.6
Norðurþing                  ,2009,Sumarhús,3500.0
Norðurþing                  ,2010,Annað,1500.0
Norðurþing                  ,2010,Atvinnuhúsnæði,2566.2
Norðurþing                  ,2010,Einbýli,16143.055555555555
Norðurþing                  ,2010,Fjölbýli,11053.222222222223
Norðurþing                  ,2010,Sumarhús,7625.0
Norðurþing                  ,2010,Sérbýli,24942.85714285714
Norðurþing                  ,2011,Atvinnuhúsnæði,13285.714285714286
Norðurþing                  ,2011,Einbýli,15023.5
Norðurþing                  ,2011,Fjölbýli,6840.777777777777
Norðurþing                  ,2011,Sérbýli,15566.666666666666
Norðurþing                  ,2012,Atvinnuhúsnæði,5400.0
Norðurþing                  ,2012,Einbýli,13483.57142857143
Norðurþing                  ,2012,Fjölbýli,12572.727272727272
Norðurþing                  ,2012,Sumarhús,1333.0
Norðurþing                  ,2012,Sérbýli,12625.0
Norðurþing                  ,2013,Atvinnuhúsnæði,174100.0
Norðurþing                  ,2013,Einbýli,17253.625
Norðurþing                  ,2013,Fjölbýli,8781.0
Norðurþing                  ,2013,Sérbýli,18666.666666666668
Norðurþing                  ,2014,Atvinnuhúsnæði,64972.28571428572
Norðurþing                  ,2014,Einbýli,15953.2
Norðurþing                  ,2014,Fjölbýli,12158.181818181818
Norðurþing                  ,2014,Sumarhús,6900.0
Norðurþing                  ,2014,Sérbýli,15631.25
Norðurþing                  ,2015,Annað,8000.0
Norðurþing                  ,2015,Atvinnuhúsnæði,20425.0
Norðurþing                  ,2015,Einbýli,16917.166666666668
Norðurþing                  ,2015,Fjölbýli,11141.46511627907
Norðurþing                  ,2015,Sérbýli,20047.666666666668
Norðurþing                  ,2016,Atvinnuhúsnæði,14685.714285714286
Norðurþing                  ,2016,Einbýli,20251.052631578947
Norðurþing                  ,2016,Fjölbýli,20981.484848484848
Norðurþing                  ,2016,Sumarhús,10000.0
Norðurþing                  ,2016,Sérbýli,28615.384615384617
Norðurþing                  ,2017,Atvinnuhúsnæði,19283.133333333335
Norðurþing                  ,2017,Einbýli,22965.257142857143
Norðurþing                  ,2017,Fjölbýli,21040.0
Norðurþing                  ,2017,Sumarhús,7500.0
Norðurþing                  ,2017,Sérbýli,23466.666666666668
Norðurþing                  ,2018,Annað,36250.0
Norðurþing                  ,2018,Atvinnuhúsnæði,8500.0
Norðurþing                  ,2018,Einbýli,27110.0
Norðurþing                  ,2018,Fjölbýli,25995.58823529412
Norðurþing                  ,2018,Sumarhús,10900.0
Norðurþing                  ,2018,Sérbýli,35360.0
Norðurþing                  ,2019,Annað,21500.0
Norðurþing                  ,2019,Atvinnuhúsnæði,27044.444444444445
Norðurþing                  ,2019,Einbýli,33060.74285714285
Norðurþing                  ,2019,Fjölbýli,27225.0
Norðurþing                  ,2019,Sérbýli,35050.0
Norðurþing                  ,2020,Annað,35650.0
Norðurþing                  ,2020,Atvinnuhúsnæði,53783.333333333336
Norðurþing                  ,2020,Einbýli,26753.333333333332
Norðurþing                  ,2020,Fjölbýli,29126.85714285714
Norðurþing                  ,2020,Sumarhús,6900.0
Norðurþing                  ,2020,Sérbýli,37660.0
Norðurþing                  ,2021,Annað,27000.0
Norðurþing                  ,2021,Atvinnuhúsnæði,69753.84615384616
Norðurþing                  ,2021,Einbýli,32881.02380952381
Norðurþing                  ,2021,Fjölbýli,27554.7
Norðurþing                  ,2021,Sumarhús,11800.0
Norðurþing                  ,2021,Sérbýli,34657.142857142855
Norðurþing                  ,2022,Annað,121500.0
Norðurþing                  ,2022,Atvinnuhúsnæði,30290.0
Norðurþing                  ,2022,Bílskúr/skúr,1200.0
Norðurþing                  ,2022,Einbýli,38432.8125
Norðurþing                  ,2022,Fjölbýli,36406.07894736842
Norðurþing                  ,2022,Sumarhús,103340.90909090909
Norðurþing                  ,2022,Sérbýli,33409.09090909091
Norðurþing                  ,2023,Atvinnuhúsnæði,25957.14285714286
Norðurþing                  ,2023,Bílskúr/skúr,46200.0
Norðurþing                  ,2023,Einbýli,44808.06451612903
Norðurþing                  ,2023,Fjölbýli,38287.153846153844
Norðurþing                  ,2023,Sumarhús,22500.0
Norðurþing                  ,2023,Sérbýli,58955.555555555555
Norðurþing                  ,2024,Annað,11779.666666666666
Norðurþing                  ,2024,Atvinnuhúsnæði,46333.333333333336
Norðurþing                  ,2024,Einbýli,37412.77777777778
Norðurþing                  ,2024,Fjölbýli,35770.833333333336
Norðurþing                  ,2024,Sumarhús,10121.42857142857
Norðurþing                  ,2024,Sérbýli,51400.0
Rangárþing eystra           ,2006,Einbýli,16580.0
Rangárþing eystra           ,2006,Sumarhús,2500.0
Rangárþing eystra           ,2006,Sérbýli,15900.0
Rangárþing eystra           ,2007,Annað,10000.0
Rangárþing eystra           ,2007,Atvinnuhúsnæði,10336.833333333334
Rangárþing eystra           ,2007,Einbýli,17962.782608695652
Rangárþing eystra           ,2007,Fjölbýli,13776.0
Rangárþing eystra           ,2007,Sumarhús,19500.0
Rangárþing eystra           ,2007,Sérbýli,14075.0
Rangárþing eystra           ,2008,Atvinnuhúsnæði,22000.0
Rangárþing eystra           ,2008,Einbýli,21182.0
Rangárþing eystra           ,2008,Fjölbýli,17000.0
Rangárþing eystra           ,2008,Sumarhús,34272.0
Rangárþing eystra           ,2008,Sérbýli,17016.666666666668
Rangárþing eystra           ,2009,Atvinnuhúsnæði,9500.0
Rangárþing eystra           ,2009,Einbýli,23333.333333333332
Rangárþing eystra           ,2009,Sumarhús,8350.0
Rangárþing eystra           ,2010,Annað,33000.0
Rangárþing eystra           ,2010,Atvinnuhúsnæði,7000.0
Rangárþing eystra           ,2010,Einbýli,17252.727272727272
Rangárþing eystra           ,2010,Sumarhús,3575.0
Rangárþing eystra           ,2010,Sérbýli,17133.333333333332
Rangárþing eystra           ,2011,Einbýli,19728.571428571428
Rangárþing eystra           ,2011,Fjölbýli,26364.0
Rangárþing eystra           ,2011,Sumarhús,9100.0
Rangárþing eystra           ,2011,Sérbýli,14800.0
Rangárþing eystra           ,2012,Atvinnuhúsnæði,15500.0
Rangárþing eystra           ,2012,Einbýli,24673.8
Rangárþing eystra           ,2012,Fjölbýli,15350.0
Rangárþing eystra           ,2012,Sumarhús,21500.0
Rangárþing eystra           ,2012,Sérbýli,18650.0
Rangárþing eystra           ,2013,Atvinnuhúsnæði,1125.0
Rangárþing eystra           ,2013,Einbýli,24029.166666666668
Rangárþing eystra           ,2013,Sumarhús,6600.0
Rangárþing eystra           ,2014,Atvinnuhúsnæði,17900.0
Rangárþing eystra           ,2014,Bílskúr/skúr,850.0
Rangárþing eystra           ,2014,Einbýli,20072.222222222223
Rangárþing eystra           ,2014,Fjölbýli,22500.0
Rangárþing eystra           ,2014,Sumarhús,8450.0
Rangárþing eystra           ,2014,Sérbýli,18925.0
Rangárþing eystra           ,2015,Annað,9250.0
Rangárþing eystra           ,2015,Atvinnuhúsnæði,1800.0
Rangárþing eystra           ,2015,Bílskúr/skúr,27200.0
Rangárþing eystra           ,2015,Einbýli,26919.285714285714
Rangárþing eystra           ,2015,Sumarhús,16100.714285714286
Rangárþing eystra           ,2015,Sérbýli,21816.666666666668
Rangárþing eystra           ,2016,Annað,6500.0
Rangárþing eystra           ,2016,Atvinnuhúsnæði,31000.0
Rangárþing eystra           ,2016,Bílskúr/skúr,700.0
Rangárþing eystra           ,2016,Einbýli,33826.19047619047
Rangárþing eystra           ,2016,Fjölbýli,16839.0
Rangárþing eystra           ,2016,Sumarhús,22966.666666666668
Rangárþing eystra           ,2016,Sérbýli,22585.714285714286
Rangárþing eystra           ,2017,Annað,34500.0
Rangárþing eystra           ,2017,Atvinnuhúsnæði,15759.75
Rangárþing eystra           ,2017,Einbýli,63652.875
Rangárþing eystra           ,2017,Sumarhús,24000.0
Rangárþing eystra           ,2017,Sérbýli,32757.14285714286
Rangárþing eystra           ,2018,Annað,41425.0
Rangárþing eystra           ,2018,Atvinnuhúsnæði,8666.666666666666
Rangárþing eystra           ,2018,Einbýli,33114.28571428572
Rangárþing eystra           ,2018,Fjölbýli,27500.0
Rangárþing eystra           ,2018,Sumarhús,32297.454545454544
Rangárþing eystra           ,2018,Sérbýli,27788.88888888889
Rangárþing eystra           ,2019,Annað,56175.0
Rangárþing eystra           ,2019,Atvinnuhúsnæði,13451.0
Rangárþing eystra           ,2019,Bílskúr/skúr,800.0
Rangárþing eystra           ,2019,Einbýli,30861.764705882353
Rangárþing eystra           ,2019,Sumarhús,27500.0
Rangárþing eystra           ,2019,Sérbýli,29571.428571428572
Rangárþing eystra           ,2020,Annað,87170.0
Rangárþing eystra           ,2020,Atvinnuhúsnæði,26125.0
Rangárþing eystra           ,2020,Einbýli,44723.529411764706
Rangárþing eystra           ,2020,Sumarhús,22000.0
Rangárþing eystra           ,2020,Sérbýli,28157.14285714286
Rangárþing eystra           ,2021,Annað,88781.81818181818
Rangárþing eystra           ,2021,Atvinnuhúsnæði,20457.14285714286
Rangárþing eystra           ,2021,Einbýli,41495.0
Rangárþing eystra           ,2021,Fjölbýli,26300.0
Rangárþing eystra           ,2021,Sumarhús,20433.333333333332
Rangárþing eystra           ,2021,Sérbýli,32012.5
Rangárþing eystra           ,2022,Annað,73723.66666666667
Rangárþing eystra           ,2022,Atvinnuhúsnæði,46490.0
Rangárþing eystra           ,2022,Einbýli,60545.5
Rangárþing eystra           ,2022,Sumarhús,42823.25
Rangárþing eystra           ,2022,Sérbýli,45776.92307692308
Rangárþing eystra           ,2023,Annað,127773.0
Rangárþing eystra           ,2023,Atvinnuhúsnæði,75408.25
Rangárþing eystra           ,2023,Einbýli,83826.66666666667
Rangárþing eystra           ,2023,Fjölbýli,33775.0
Rangárþing eystra           ,2023,Sumarhús,48890.181818181816
Rangárþing eystra           ,2023,Sérbýli,52366.666666666664
Rangárþing eystra           ,2024,Annað,179000.0
Rangárþing eystra           ,2024,Atvinnuhúsnæði,70766.66666666667
Rangárþing eystra           ,2024,Bílskúr/skúr,4333.333333333333
Rangárþing eystra           ,2024,Einbýli,72469.0
Rangárþing eystra           ,2024,Fjölbýli,32500.0
Rangárþing eystra           ,2024,Sumarhús,21985.714285714286
Rangárþing eystra           ,2024,Sérbýli,44600.0
Rangárþing ytra             ,2006,Atvinnuhúsnæði,4600.833333333333
Rangárþing ytra             ,2006,Einbýli,19842.85714285714
Rangárþing ytra             ,2006,Fjölbýli,10033.333333333334
Rangárþing ytra             ,2006,Sumarhús,9896.666666666666
Rangárþing ytra             ,2006,Sérbýli,14989.5
Rangárþing ytra             ,2007,Annað,62250.0
Rangárþing ytra             ,2007,Atvinnuhúsnæði,61283.333333333336
Rangárþing ytra             ,2007,Einbýli,16421.571428571428
Rangárþing ytra             ,2007,Fjölbýli,10600.0
Rangárþing ytra             ,2007,Sumarhús,21023.666666666668
Rangárþing ytra             ,2007,Sérbýli,18322.222222222223
Rangárþing ytra             ,2008,Annað,62500.0
Rangárþing ytra             ,2008,Atvinnuhúsnæði,5000.0
Rangárþing ytra             ,2008,Einbýli,16613.636363636364
Rangárþing ytra             ,2008,Fjölbýli,11575.0
Rangárþing ytra             ,2008,Sumarhús,7603.333333333333
Rangárþing ytra             ,2008,Sérbýli,20920.0
Rangárþing ytra             ,2009,Einbýli,17330.0
Rangárþing ytra             ,2009,Fjölbýli,12075.0
Rangárþing ytra             ,2009,Sumarhús,14925.0
Rangárþing ytra             ,2009,Sérbýli,18570.0
Rangárþing ytra             ,2010,Annað,3350.0
Rangárþing ytra             ,2010,Atvinnuhúsnæði,35066.666666666664
Rangárþing ytra             ,2010,Einbýli,16392.333333333332
Rangárþing ytra             ,2010,Fjölbýli,7650.0
Rangárþing ytra             ,2010,Sumarhús,11140.0
Rangárþing ytra             ,2010,Sérbýli,21329.0
Rangárþing ytra             ,2011,Atvinnuhúsnæði,8250.0
Rangárþing ytra             ,2011,Einbýli,18948.75
Rangárþing ytra             ,2011,Fjölbýli,13000.0
Rangárþing ytra             ,2011,Sumarhús,10009.57142857143
Rangárþing ytra             ,2011,Sérbýli,20000.0
Rangárþing ytra             ,2012,Atvinnuhúsnæði,3000.0
Rangárþing ytra             ,2012,Einbýli,16178.5
Rangárþing ytra             ,2012,Sumarhús,10774.222222222223
Rangárþing ytra             ,2013,Annað,27000.0
Rangárþing ytra             ,2013,Atvinnuhúsnæði,52754.0
Rangárþing ytra             ,2013,Einbýli,16524.090909090908
Rangárþing ytra             ,2013,Fjölbýli,12100.0
Rangárþing ytra             ,2013,Sumarhús,13892.307692307691
Rangárþing ytra             ,2013,Sérbýli,8750.0
Rangárþing ytra             ,2014,Annað,10415.5
Rangárþing ytra             ,2014,Atvinnuhúsnæði,18095.0
Rangárþing ytra             ,2014,Bílskúr/skúr,1505.0
Rangárþing ytra             ,2014,Einbýli,18825.1
Rangárþing ytra             ,2014,Fjölbýli,11300.0
Rangárþing ytra             ,2014,Sumarhús,18871.428571428572
Rangárþing ytra             ,2014,Sérbýli,16443.571428571428
Rangárþing ytra             ,2015,Annað,3000.0
Rangárþing ytra             ,2015,Atvinnuhúsnæði,15033.333333333334
Rangárþing ytra             ,2015,Bílskúr/skúr,1100.0
Rangárþing ytra             ,2015,Einbýli,20709.333333333332
Rangárþing ytra             ,2015,Fjölbýli,9750.0
Rangárþing ytra             ,2015,Sumarhús,16300.0
Rangárþing ytra             ,2015,Sérbýli,20912.5
Rangárþing ytra             ,2016,Atvinnuhúsnæði,13400.0
Rangárþing ytra             ,2016,Einbýli,19098.275862068964
Rangárþing ytra             ,2016,Fjölbýli,10250.0
Rangárþing ytra             ,2016,Sumarhús,17100.0
Rangárþing ytra             ,2016,Sérbýli,21188.14285714286
Rangárþing ytra             ,2017,Annað,20000.0
Rangárþing ytra             ,2017,Atvinnuhúsnæði,39366.666666666664
Rangárþing ytra             ,2017,Bílskúr/skúr,150.0
Rangárþing ytra             ,2017,Einbýli,26261.0
Rangárþing ytra             ,2017,Fjölbýli,35500.0
Rangárþing ytra             ,2017,Sumarhús,15522.222222222223
Rangárþing ytra             ,2017,Sérbýli,24350.0
Rangárþing ytra             ,2018,Annað,41750.0
Rangárþing ytra             ,2018,Atvinnuhúsnæði,26000.0
Rangárþing ytra             ,2018,Einbýli,32382.14285714286
Rangárþing ytra             ,2018,Fjölbýli,15166.666666666666
Rangárþing ytra             ,2018,Sumarhús,18654.70588235294
Rangárþing ytra             ,2018,Sérbýli,31288.88888888889
Rangárþing ytra             ,2019,Annað,50933.333333333336
Rangárþing ytra             ,2019,Atvinnuhúsnæði,165800.0
Rangárþing ytra             ,2019,Einbýli,30732.071428571428
Rangárþing ytra             ,2019,Fjölbýli,21625.0
Rangárþing ytra             ,2019,Sumarhús,21091.666666666668
Rangárþing ytra             ,2019,Sérbýli,40887.80952380953
Rangárþing ytra             ,2020,Annað,60111.11111111111
Rangárþing ytra             ,2020,Atvinnuhúsnæði,29100.0
Rangárþing ytra             ,2020,Bílskúr/skúr,45500.0
Rangárþing ytra             ,2020,Einbýli,39532.42424242424
Rangárþing ytra             ,2020,Fjölbýli,83295.45454545454
Rangárþing ytra             ,2020,Sumarhús,55573.958333333336
Rangárþing ytra             ,2020,Sérbýli,28038.84
Rangárþing ytra             ,2021,Annað,63640.38461538462
Rangárþing ytra             ,2021,Atvinnuhúsnæði,60027.27272727273
Rangárþing ytra             ,2021,Einbýli,47550.44
Rangárþing ytra             ,2021,Fjölbýli,17883.333333333332
Rangárþing ytra             ,2021,Sumarhús,28195.833333333332
Rangárþing ytra             ,2021,Sérbýli,31828.947368421053
Rangárþing ytra             ,2022,Annað,43482.705882352944
Rangárþing ytra             ,2022,Atvinnuhúsnæði,12244.5625
Rangárþing ytra             ,2022,Bílskúr/skúr,6200.0
Rangárþing ytra             ,2022,Einbýli,42311.09523809524
Rangárþing ytra             ,2022,Fjölbýli,40333.333333333336
Rangárþing ytra             ,2022,Sumarhús,37748.05882352941
Rangárþing ytra             ,2022,Sérbýli,35398.78947368421
Rangárþing ytra             ,2023,Annað,109068.46153846153
Rangárþing ytra             ,2023,Atvinnuhúsnæði,72157.22222222222
Rangárþing ytra             ,2023,Einbýli,48289.166666666664
Rangárþing ytra             ,2023,Fjölbýli,26666.666666666668
Rangárþing ytra             ,2023,Sumarhús,35202.380952380954
Rangárþing ytra             ,2023,Sérbýli,42250.0
Rangárþing ytra             ,2024,Annað,75666.57142857143
Rangárþing ytra             ,2024,Atvinnuhúsnæði,25000.0
Rangárþing ytra             ,2024,Einbýli,79977.53333333334
Rangárþing ytra             ,2024,Sumarhús,30926.6
Rangárþing ytra             ,2024,Sérbýli,44852.75
Reykhólahreppur             ,2006,Atvinnuhúsnæði,43200.0
Reykhólahreppur             ,2006,Einbýli,43200.0
Reykhólahreppur             ,2007,Atvinnuhúsnæði,6255.0
Reykhólahreppur             ,2007,Einbýli,8930.5
Reykhólahreppur             ,2007,Sumarhús,4347.0
Reykhólahreppur             ,2008,Sumarhús,4500.0
Reykhólahreppur             ,2009,Atvinnuhúsnæði,1733.3333333333333
Reykhólahreppur             ,2009,Einbýli,8000.0
Reykhólahreppur             ,2010,Einbýli,17500.0
Reykhólahreppur             ,2010,Sumarhús,7500.0
Reykhólahreppur             ,2011,Einbýli,6900.0
Reykhólahreppur             ,2011,Sumarhús,648.0
Reykhólahreppur             ,2012,Einbýli,3111.0
Reykhólahreppur             ,2013,Einbýli,15227.0
Reykhólahreppur             ,2013,Fjölbýli,3700.0
Reykhólahreppur             ,2014,Annað,2600.0
Reykhólahreppur             ,2014,Einbýli,16150.0
Reykhólahreppur             ,2015,Einbýli,10500.0
Reykhólahreppur             ,2015,Sumarhús,3750.0
Reykhólahreppur             ,2016,Annað,16000.0
Reykhólahreppur             ,2016,Einbýli,20761.0
Reykhólahreppur             ,2017,Einbýli,18000.0
Reykhólahreppur             ,2017,Sumarhús,1000.0
Reykhólahreppur             ,2018,Annað,25000.0
Reykhólahreppur             ,2018,Einbýli,11500.0
Reykhólahreppur             ,2018,Sumarhús,25000.0
Reykhólahreppur             ,2019,Annað,41842.0
Reykhólahreppur             ,2019,Einbýli,14144.75
Reykhólahreppur             ,2019,Sumarhús,10000.0
